"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value","Flag and Footnotes"
"2009","Slovakia","Afghanistan","Total","Total","Asylum applicant","Person","50",""
"2009","Slovakia","Iraq","Total","Total","Asylum applicant","Person","10",""
"2009","Slovakia","Libya","Total","Total","Asylum applicant","Person","0",""
"2009","Slovakia","Syria","Total","Total","Asylum applicant","Person","10",""
"2009","Slovakia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2009","United Kingdom","Ukraine","Total","Total","Asylum applicant","Person","65",""
"2009","United Kingdom","Afghanistan","Total","Total","Asylum applicant","Person","3,650",""
"2009","United Kingdom","Iraq","Total","Total","Asylum applicant","Person","1,085",""
"2009","United Kingdom","Libya","Total","Total","Asylum applicant","Person","105",""
"2009","United Kingdom","Syria","Total","Total","Asylum applicant","Person","195",""
"2009","United Kingdom","Yemen","Total","Total","Asylum applicant","Person","75",""
"2010","Austria","Ukraine","Total","Total","Asylum applicant","Person","80",""
"2010","Austria","Afghanistan","Total","Total","Asylum applicant","Person","1,590",""
"2010","Austria","Iraq","Total","Total","Asylum applicant","Person","345",""
"2010","Austria","Libya","Total","Total","Asylum applicant","Person","5",""
"2010","Austria","Syria","Total","Total","Asylum applicant","Person","205",""
"2010","Austria","Yemen","Total","Total","Asylum applicant","Person","5",""
"2010","Belgium","Ukraine","Total","Total","Asylum applicant","Person","65",""
"2010","Belgium","Afghanistan","Total","Total","Asylum applicant","Person","1,830",""
"2010","Belgium","Iraq","Total","Total","Asylum applicant","Person","1,990",""
"2010","Belgium","Libya","Total","Total","Asylum applicant","Person","20",""
"2010","Belgium","Syria","Total","Total","Asylum applicant","Person","460",""
"2010","Belgium","Yemen","Total","Total","Asylum applicant","Person","15",""
"2010","Bulgaria","Ukraine","Total","Total","Asylum applicant","Person","5",""
"2010","Bulgaria","Afghanistan","Total","Total","Asylum applicant","Person","60",""
"2010","Bulgaria","Iraq","Total","Total","Asylum applicant","Person","450",""
"2010","Bulgaria","Libya","Total","Total","Asylum applicant","Person","0",""
"2010","Bulgaria","Syria","Total","Total","Asylum applicant","Person","50",""
"2010","Bulgaria","Yemen","Total","Total","Asylum applicant","Person","0",""
"2010","Switzerland","Ukraine","Total","Total","Asylum applicant","Person","15",""
"2010","Switzerland","Afghanistan","Total","Total","Asylum applicant","Person","670",""
"2010","Switzerland","Iraq","Total","Total","Asylum applicant","Person","660",""
"2010","Switzerland","Libya","Total","Total","Asylum applicant","Person","35",""
"2010","Switzerland","Syria","Total","Total","Asylum applicant","Person","470",""
"2010","Switzerland","Yemen","Total","Total","Asylum applicant","Person","70",""
"2010","Cyprus","Ukraine","Total","Total","Asylum applicant","Person","10",""
"2010","Cyprus","Afghanistan","Total","Total","Asylum applicant","Person","40",""
"2010","Cyprus","Iraq","Total","Total","Asylum applicant","Person","340",""
"2010","Cyprus","Libya","Total","Total","Asylum applicant","Person","0",""
"2010","Cyprus","Syria","Total","Total","Asylum applicant","Person","95",""
"2010","Cyprus","Yemen","Total","Total","Asylum applicant","Person","0",""
"2010","Czech Republic","Ukraine","Total","Total","Asylum applicant","Person","115",""
"2010","Czech Republic","Afghanistan","Total","Total","Asylum applicant","Person","5",""
"2010","Czech Republic","Iraq","Total","Total","Asylum applicant","Person","5",""
"2010","Czech Republic","Libya","Total","Total","Asylum applicant","Person","0",""
"2010","Czech Republic","Syria","Total","Total","Asylum applicant","Person","15",""
"2010","Czech Republic","Yemen","Total","Total","Asylum applicant","Person","0",""
"2010","Germany (until 1990 former territory of the FRG)","Ukraine","Total","Total","Asylum applicant","Person","70",""
"2010","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","Asylum applicant","Person","6,065",""
"2010","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","Asylum applicant","Person","5,945",""
"2010","Germany (until 1990 former territory of the FRG)","Libya","Total","Total","Asylum applicant","Person","20",""
"2010","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Asylum applicant","Person","2,035",""
"2010","Germany (until 1990 former territory of the FRG)","Yemen","Total","Total","Asylum applicant","Person","15",""
"2010","Denmark","Ukraine","Total","Total","Asylum applicant","Person","5",""
"2010","Denmark","Afghanistan","Total","Total","Asylum applicant","Person","1,465",""
"2010","Denmark","Iraq","Total","Total","Asylum applicant","Person","235",""
"2010","Denmark","Libya","Total","Total","Asylum applicant","Person","10",""
"2010","Denmark","Syria","Total","Total","Asylum applicant","Person","815",""
"2010","Denmark","Yemen","Total","Total","Asylum applicant","Person","0",""
"2010","Estonia","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2010","Estonia","Afghanistan","Total","Total","Asylum applicant","Person","10",""
"2010","Estonia","Iraq","Total","Total","Asylum applicant","Person","0",""
"2010","Estonia","Libya","Total","Total","Asylum applicant","Person","0",""
"2010","Estonia","Syria","Total","Total","Asylum applicant","Person","0",""
"2010","Estonia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2010","Greece","Ukraine","Total","Total","Asylum applicant","Person","50",""
"2010","Greece","Afghanistan","Total","Total","Asylum applicant","Person","525",""
"2010","Greece","Iraq","Total","Total","Asylum applicant","Person","340",""
"2010","Greece","Libya","Total","Total","Asylum applicant","Person","0",""
"2010","Greece","Syria","Total","Total","Asylum applicant","Person","165",""
"2010","Greece","Yemen","Total","Total","Asylum applicant","Person","0",""
"2010","Spain","Ukraine","Total","Total","Asylum applicant","Person","5",""
"2010","Spain","Afghanistan","Total","Total","Asylum applicant","Person","40",""
"2010","Spain","Iraq","Total","Total","Asylum applicant","Person","20",""
"2010","Spain","Libya","Total","Total","Asylum applicant","Person","0",""
"2010","Spain","Syria","Total","Total","Asylum applicant","Person","20",""
"2010","Spain","Yemen","Total","Total","Asylum applicant","Person","0",""
"2010","European Union (28 countries)","Ukraine","Total","Total","Asylum applicant","Person","830","d"
"2010","European Union (28 countries)","Afghanistan","Total","Total","Asylum applicant","Person","20,600","d"
"2010","European Union (28 countries)","Iraq","Total","Total","Asylum applicant","Person","15,830","d"
"2010","European Union (28 countries)","Libya","Total","Total","Asylum applicant","Person","715","d"
"2010","European Union (28 countries)","Syria","Total","Total","Asylum applicant","Person","5,010","d"
"2010","European Union (28 countries)","Yemen","Total","Total","Asylum applicant","Person","310","d"
"2010","Finland","Ukraine","Total","Total","Asylum applicant","Person","10",""
"2010","Finland","Afghanistan","Total","Total","Asylum applicant","Person","240",""
"2010","Finland","Iraq","Total","Total","Asylum applicant","Person","515",""
"2010","Finland","Libya","Total","Total","Asylum applicant","Person","10",""
"2010","Finland","Syria","Total","Total","Asylum applicant","Person","40",""
"2010","Finland","Yemen","Total","Total","Asylum applicant","Person","5",""
"2010","France","Ukraine","Total","Total","Asylum applicant","Person","90",""
"2010","France","Afghanistan","Total","Total","Asylum applicant","Person","795",""
"2010","France","Iraq","Total","Total","Asylum applicant","Person","450",""
"2010","France","Libya","Total","Total","Asylum applicant","Person","15",""
"2010","France","Syria","Total","Total","Asylum applicant","Person","195",""
"2010","France","Yemen","Total","Total","Asylum applicant","Person","5",""
"2010","Croatia","Ukraine","Total","Total","Asylum applicant","Person",":",""
"2010","Croatia","Afghanistan","Total","Total","Asylum applicant","Person",":",""
"2010","Croatia","Iraq","Total","Total","Asylum applicant","Person",":",""
"2010","Croatia","Libya","Total","Total","Asylum applicant","Person",":",""
"2010","Croatia","Syria","Total","Total","Asylum applicant","Person",":",""
"2010","Croatia","Yemen","Total","Total","Asylum applicant","Person",":",""
"2010","Hungary","Ukraine","Total","Total","Asylum applicant","Person","10",""
"2010","Hungary","Afghanistan","Total","Total","Asylum applicant","Person","700",""
"2010","Hungary","Iraq","Total","Total","Asylum applicant","Person","50",""
"2010","Hungary","Libya","Total","Total","Asylum applicant","Person","0",""
"2010","Hungary","Syria","Total","Total","Asylum applicant","Person","25",""
"2010","Hungary","Yemen","Total","Total","Asylum applicant","Person","0",""
"2010","Ireland","Ukraine","Total","Total","Asylum applicant","Person","5",""
"2010","Ireland","Afghanistan","Total","Total","Asylum applicant","Person","70",""
"2010","Ireland","Iraq","Total","Total","Asylum applicant","Person","30",""
"2010","Ireland","Libya","Total","Total","Asylum applicant","Person","0",""
"2010","Ireland","Syria","Total","Total","Asylum applicant","Person","0",""
"2010","Ireland","Yemen","Total","Total","Asylum applicant","Person","10",""
"2010","Iceland","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2010","Iceland","Afghanistan","Total","Total","Asylum applicant","Person","5",""
"2010","Iceland","Iraq","Total","Total","Asylum applicant","Person","5",""
"2010","Iceland","Libya","Total","Total","Asylum applicant","Person","0",""
"2010","Iceland","Syria","Total","Total","Asylum applicant","Person","0",""
"2010","Iceland","Yemen","Total","Total","Asylum applicant","Person","0",""
"2010","Italy","Ukraine","Total","Total","Asylum applicant","Person","20",""
"2010","Italy","Afghanistan","Total","Total","Asylum applicant","Person","875",""
"2010","Italy","Iraq","Total","Total","Asylum applicant","Person","380",""
"2010","Italy","Libya","Total","Total","Asylum applicant","Person","0",""
"2010","Italy","Syria","Total","Total","Asylum applicant","Person","50",""
"2010","Italy","Yemen","Total","Total","Asylum applicant","Person","5",""
"2010","Liechtenstein","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2010","Liechtenstein","Afghanistan","Total","Total","Asylum applicant","Person","0",""
"2010","Liechtenstein","Iraq","Total","Total","Asylum applicant","Person","5",""
"2010","Liechtenstein","Libya","Total","Total","Asylum applicant","Person","0",""
"2010","Liechtenstein","Syria","Total","Total","Asylum applicant","Person","0",""
"2010","Liechtenstein","Yemen","Total","Total","Asylum applicant","Person","0",""
"2010","Lithuania","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2010","Lithuania","Afghanistan","Total","Total","Asylum applicant","Person","40",""
"2010","Lithuania","Iraq","Total","Total","Asylum applicant","Person","5",""
"2010","Lithuania","Libya","Total","Total","Asylum applicant","Person","0",""
"2010","Lithuania","Syria","Total","Total","Asylum applicant","Person","0",""
"2010","Lithuania","Yemen","Total","Total","Asylum applicant","Person","0",""
"2010","Luxembourg","Ukraine","Total","Total","Asylum applicant","Person","5",""
"2010","Luxembourg","Afghanistan","Total","Total","Asylum applicant","Person","15",""
"2010","Luxembourg","Iraq","Total","Total","Asylum applicant","Person","95",""
"2010","Luxembourg","Libya","Total","Total","Asylum applicant","Person","5",""
"2010","Luxembourg","Syria","Total","Total","Asylum applicant","Person","20",""
"2010","Luxembourg","Yemen","Total","Total","Asylum applicant","Person","0",""
"2010","Latvia","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2010","Latvia","Afghanistan","Total","Total","Asylum applicant","Person","25",""
"2010","Latvia","Iraq","Total","Total","Asylum applicant","Person","0",""
"2010","Latvia","Libya","Total","Total","Asylum applicant","Person","0",""
"2010","Latvia","Syria","Total","Total","Asylum applicant","Person","0",""
"2010","Latvia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2010","Malta","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2010","Malta","Afghanistan","Total","Total","Asylum applicant","Person","0",""
"2010","Malta","Iraq","Total","Total","Asylum applicant","Person","5",""
"2010","Malta","Libya","Total","Total","Asylum applicant","Person","10",""
"2010","Malta","Syria","Total","Total","Asylum applicant","Person","10",""
"2010","Malta","Yemen","Total","Total","Asylum applicant","Person","0",""
"2010","Netherlands","Ukraine","Total","Total","Asylum applicant","Person","30",""
"2010","Netherlands","Afghanistan","Total","Total","Asylum applicant","Person","1,585",""
"2010","Netherlands","Iraq","Total","Total","Asylum applicant","Person","1,905",""
"2010","Netherlands","Libya","Total","Total","Asylum applicant","Person","175",""
"2010","Netherlands","Syria","Total","Total","Asylum applicant","Person","155",""
"2010","Netherlands","Yemen","Total","Total","Asylum applicant","Person","10",""
"2010","Norway","Ukraine","Total","Total","Asylum applicant","Person","10",""
"2010","Norway","Afghanistan","Total","Total","Asylum applicant","Person","980",""
"2010","Norway","Iraq","Total","Total","Asylum applicant","Person","460",""
"2010","Norway","Libya","Total","Total","Asylum applicant","Person","35",""
"2010","Norway","Syria","Total","Total","Asylum applicant","Person","120",""
"2010","Norway","Yemen","Total","Total","Asylum applicant","Person","75",""
"2010","Poland","Ukraine","Total","Total","Asylum applicant","Person","45",""
"2010","Poland","Afghanistan","Total","Total","Asylum applicant","Person","25",""
"2010","Poland","Iraq","Total","Total","Asylum applicant","Person","25",""
"2010","Poland","Libya","Total","Total","Asylum applicant","Person","0",""
"2010","Poland","Syria","Total","Total","Asylum applicant","Person","10",""
"2010","Poland","Yemen","Total","Total","Asylum applicant","Person","0",""
"2010","Portugal","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2010","Portugal","Afghanistan","Total","Total","Asylum applicant","Person","0",""
"2010","Portugal","Iraq","Total","Total","Asylum applicant","Person","0",""
"2010","Portugal","Libya","Total","Total","Asylum applicant","Person","0",""
"2010","Portugal","Syria","Total","Total","Asylum applicant","Person","0",""
"2010","Portugal","Yemen","Total","Total","Asylum applicant","Person","0",""
"2010","Romania","Ukraine","Total","Total","Asylum applicant","Person","10",""
"2010","Romania","Afghanistan","Total","Total","Asylum applicant","Person","115",""
"2010","Romania","Iraq","Total","Total","Asylum applicant","Person","65",""
"2010","Romania","Libya","Total","Total","Asylum applicant","Person","0",""
"2010","Romania","Syria","Total","Total","Asylum applicant","Person","20",""
"2010","Romania","Yemen","Total","Total","Asylum applicant","Person","0",""
"2010","Sweden","Ukraine","Total","Total","Asylum applicant","Person","120",""
"2010","Sweden","Afghanistan","Total","Total","Asylum applicant","Person","2,400",""
"2010","Sweden","Iraq","Total","Total","Asylum applicant","Person","1,995",""
"2010","Sweden","Libya","Total","Total","Asylum applicant","Person","310",""
"2010","Sweden","Syria","Total","Total","Asylum applicant","Person","450",""
"2010","Sweden","Yemen","Total","Total","Asylum applicant","Person","190",""
"2010","Slovenia","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2010","Slovenia","Afghanistan","Total","Total","Asylum applicant","Person","30",""
"2010","Slovenia","Iraq","Total","Total","Asylum applicant","Person","10",""
"2010","Slovenia","Libya","Total","Total","Asylum applicant","Person","0",""
"2010","Slovenia","Syria","Total","Total","Asylum applicant","Person","5",""
"2010","Slovenia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2010","Slovakia","Ukraine","Total","Total","Asylum applicant","Person","20",""
"2010","Slovakia","Afghanistan","Total","Total","Asylum applicant","Person","75",""
"2010","Slovakia","Iraq","Total","Total","Asylum applicant","Person","10",""
"2010","Slovakia","Libya","Total","Total","Asylum applicant","Person","0",""
"2010","Slovakia","Syria","Total","Total","Asylum applicant","Person","5",""
"2010","Slovakia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2010","United Kingdom","Ukraine","Total","Total","Asylum applicant","Person","55",""
"2010","United Kingdom","Afghanistan","Total","Total","Asylum applicant","Person","1,980",""
"2010","United Kingdom","Iraq","Total","Total","Asylum applicant","Person","610",""
"2010","United Kingdom","Libya","Total","Total","Asylum applicant","Person","130",""
"2010","United Kingdom","Syria","Total","Total","Asylum applicant","Person","165",""
"2010","United Kingdom","Yemen","Total","Total","Asylum applicant","Person","50",""
"2011","Austria","Ukraine","Total","Total","Asylum applicant","Person","65",""
"2011","Austria","Afghanistan","Total","Total","Asylum applicant","Person","3,630",""
"2011","Austria","Iraq","Total","Total","Asylum applicant","Person","485",""
"2011","Austria","Libya","Total","Total","Asylum applicant","Person","70",""
"2011","Austria","Syria","Total","Total","Asylum applicant","Person","435",""
"2011","Austria","Yemen","Total","Total","Asylum applicant","Person","5",""
"2011","Belgium","Ukraine","Total","Total","Asylum applicant","Person","75",""
"2011","Belgium","Afghanistan","Total","Total","Asylum applicant","Person","3,195",""
"2011","Belgium","Iraq","Total","Total","Asylum applicant","Person","2,210",""
"2011","Belgium","Libya","Total","Total","Asylum applicant","Person","55",""
"2011","Belgium","Syria","Total","Total","Asylum applicant","Person","640",""
"2011","Belgium","Yemen","Total","Total","Asylum applicant","Person","20",""
"2011","Bulgaria","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2011","Bulgaria","Afghanistan","Total","Total","Asylum applicant","Person","90",""
"2011","Bulgaria","Iraq","Total","Total","Asylum applicant","Person","345",""
"2011","Bulgaria","Libya","Total","Total","Asylum applicant","Person","5",""
"2011","Bulgaria","Syria","Total","Total","Asylum applicant","Person","85",""
"2011","Bulgaria","Yemen","Total","Total","Asylum applicant","Person","0",""
"2011","Switzerland","Ukraine","Total","Total","Asylum applicant","Person","25",""
"2011","Switzerland","Afghanistan","Total","Total","Asylum applicant","Person","1,105",""
"2011","Switzerland","Iraq","Total","Total","Asylum applicant","Person","520",""
"2011","Switzerland","Libya","Total","Total","Asylum applicant","Person","275",""
"2011","Switzerland","Syria","Total","Total","Asylum applicant","Person","895",""
"2011","Switzerland","Yemen","Total","Total","Asylum applicant","Person","50",""
"2011","Cyprus","Ukraine","Total","Total","Asylum applicant","Person","10",""
"2011","Cyprus","Afghanistan","Total","Total","Asylum applicant","Person","15",""
"2011","Cyprus","Iraq","Total","Total","Asylum applicant","Person","50",""
"2011","Cyprus","Libya","Total","Total","Asylum applicant","Person","0",""
"2011","Cyprus","Syria","Total","Total","Asylum applicant","Person","185",""
"2011","Cyprus","Yemen","Total","Total","Asylum applicant","Person","0",""
"2011","Czech Republic","Ukraine","Total","Total","Asylum applicant","Person","150",""
"2011","Czech Republic","Afghanistan","Total","Total","Asylum applicant","Person","25",""
"2011","Czech Republic","Iraq","Total","Total","Asylum applicant","Person","10",""
"2011","Czech Republic","Libya","Total","Total","Asylum applicant","Person","10",""
"2011","Czech Republic","Syria","Total","Total","Asylum applicant","Person","25",""
"2011","Czech Republic","Yemen","Total","Total","Asylum applicant","Person","0",""
"2011","Germany (until 1990 former territory of the FRG)","Ukraine","Total","Total","Asylum applicant","Person","55",""
"2011","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","Asylum applicant","Person","7,955",""
"2011","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","Asylum applicant","Person","6,210",""
"2011","Germany (until 1990 former territory of the FRG)","Libya","Total","Total","Asylum applicant","Person","185",""
"2011","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Asylum applicant","Person","3,435",""
"2011","Germany (until 1990 former territory of the FRG)","Yemen","Total","Total","Asylum applicant","Person","40",""
"2011","Denmark","Ukraine","Total","Total","Asylum applicant","Person","20",""
"2011","Denmark","Afghanistan","Total","Total","Asylum applicant","Person","910",""
"2011","Denmark","Iraq","Total","Total","Asylum applicant","Person","130",""
"2011","Denmark","Libya","Total","Total","Asylum applicant","Person","65",""
"2011","Denmark","Syria","Total","Total","Asylum applicant","Person","470",""
"2011","Denmark","Yemen","Total","Total","Asylum applicant","Person","0",""
"2011","Estonia","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2011","Estonia","Afghanistan","Total","Total","Asylum applicant","Person","10",""
"2011","Estonia","Iraq","Total","Total","Asylum applicant","Person","0",""
"2011","Estonia","Libya","Total","Total","Asylum applicant","Person","5",""
"2011","Estonia","Syria","Total","Total","Asylum applicant","Person","0",""
"2011","Estonia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2011","Greece","Ukraine","Total","Total","Asylum applicant","Person","30",""
"2011","Greece","Afghanistan","Total","Total","Asylum applicant","Person","635",""
"2011","Greece","Iraq","Total","Total","Asylum applicant","Person","255",""
"2011","Greece","Libya","Total","Total","Asylum applicant","Person","0",""
"2011","Greece","Syria","Total","Total","Asylum applicant","Person","350",""
"2011","Greece","Yemen","Total","Total","Asylum applicant","Person","0",""
"2011","Spain","Ukraine","Total","Total","Asylum applicant","Person","10",""
"2011","Spain","Afghanistan","Total","Total","Asylum applicant","Person","30",""
"2011","Spain","Iraq","Total","Total","Asylum applicant","Person","20",""
"2011","Spain","Libya","Total","Total","Asylum applicant","Person","65",""
"2011","Spain","Syria","Total","Total","Asylum applicant","Person","95",""
"2011","Spain","Yemen","Total","Total","Asylum applicant","Person","5",""
"2011","European Union (28 countries)","Ukraine","Total","Total","Asylum applicant","Person","940","d"
"2011","European Union (28 countries)","Afghanistan","Total","Total","Asylum applicant","Person","28,160","d"
"2011","European Union (28 countries)","Iraq","Total","Total","Asylum applicant","Person","15,230","d"
"2011","European Union (28 countries)","Libya","Total","Total","Asylum applicant","Person","3,005","d"
"2011","European Union (28 countries)","Syria","Total","Total","Asylum applicant","Person","8,145","d"
"2011","European Union (28 countries)","Yemen","Total","Total","Asylum applicant","Person","355","d"
"2011","Finland","Ukraine","Total","Total","Asylum applicant","Person","10",""
"2011","Finland","Afghanistan","Total","Total","Asylum applicant","Person","280",""
"2011","Finland","Iraq","Total","Total","Asylum applicant","Person","580",""
"2011","Finland","Libya","Total","Total","Asylum applicant","Person","25",""
"2011","Finland","Syria","Total","Total","Asylum applicant","Person","95",""
"2011","Finland","Yemen","Total","Total","Asylum applicant","Person","0",""
"2011","France","Ukraine","Total","Total","Asylum applicant","Person","100",""
"2011","France","Afghanistan","Total","Total","Asylum applicant","Person","685",""
"2011","France","Iraq","Total","Total","Asylum applicant","Person","265",""
"2011","France","Libya","Total","Total","Asylum applicant","Person","155",""
"2011","France","Syria","Total","Total","Asylum applicant","Person","120",""
"2011","France","Yemen","Total","Total","Asylum applicant","Person","15",""
"2011","Croatia","Ukraine","Total","Total","Asylum applicant","Person",":",""
"2011","Croatia","Afghanistan","Total","Total","Asylum applicant","Person",":",""
"2011","Croatia","Iraq","Total","Total","Asylum applicant","Person",":",""
"2011","Croatia","Libya","Total","Total","Asylum applicant","Person",":",""
"2011","Croatia","Syria","Total","Total","Asylum applicant","Person",":",""
"2011","Croatia","Yemen","Total","Total","Asylum applicant","Person",":",""
"2011","Hungary","Ukraine","Total","Total","Asylum applicant","Person","5",""
"2011","Hungary","Afghanistan","Total","Total","Asylum applicant","Person","650",""
"2011","Hungary","Iraq","Total","Total","Asylum applicant","Person","55",""
"2011","Hungary","Libya","Total","Total","Asylum applicant","Person","15",""
"2011","Hungary","Syria","Total","Total","Asylum applicant","Person","90",""
"2011","Hungary","Yemen","Total","Total","Asylum applicant","Person","0",""
"2011","Ireland","Ukraine","Total","Total","Asylum applicant","Person","10",""
"2011","Ireland","Afghanistan","Total","Total","Asylum applicant","Person","65",""
"2011","Ireland","Iraq","Total","Total","Asylum applicant","Person","20",""
"2011","Ireland","Libya","Total","Total","Asylum applicant","Person","5",""
"2011","Ireland","Syria","Total","Total","Asylum applicant","Person","10",""
"2011","Ireland","Yemen","Total","Total","Asylum applicant","Person","0",""
"2011","Iceland","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2011","Iceland","Afghanistan","Total","Total","Asylum applicant","Person","5",""
"2011","Iceland","Iraq","Total","Total","Asylum applicant","Person","5",""
"2011","Iceland","Libya","Total","Total","Asylum applicant","Person","0",""
"2011","Iceland","Syria","Total","Total","Asylum applicant","Person","0",""
"2011","Iceland","Yemen","Total","Total","Asylum applicant","Person","0",""
"2011","Italy","Ukraine","Total","Total","Asylum applicant","Person","20",""
"2011","Italy","Afghanistan","Total","Total","Asylum applicant","Person","1,425",""
"2011","Italy","Iraq","Total","Total","Asylum applicant","Person","345",""
"2011","Italy","Libya","Total","Total","Asylum applicant","Person","445",""
"2011","Italy","Syria","Total","Total","Asylum applicant","Person","540",""
"2011","Italy","Yemen","Total","Total","Asylum applicant","Person","10",""
"2011","Liechtenstein","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2011","Liechtenstein","Afghanistan","Total","Total","Asylum applicant","Person","0",""
"2011","Liechtenstein","Iraq","Total","Total","Asylum applicant","Person","0",""
"2011","Liechtenstein","Libya","Total","Total","Asylum applicant","Person","0",""
"2011","Liechtenstein","Syria","Total","Total","Asylum applicant","Person","0",""
"2011","Liechtenstein","Yemen","Total","Total","Asylum applicant","Person","0",""
"2011","Lithuania","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2011","Lithuania","Afghanistan","Total","Total","Asylum applicant","Person","55",""
"2011","Lithuania","Iraq","Total","Total","Asylum applicant","Person","5",""
"2011","Lithuania","Libya","Total","Total","Asylum applicant","Person","0",""
"2011","Lithuania","Syria","Total","Total","Asylum applicant","Person","0",""
"2011","Lithuania","Yemen","Total","Total","Asylum applicant","Person","0",""
"2011","Luxembourg","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2011","Luxembourg","Afghanistan","Total","Total","Asylum applicant","Person","20",""
"2011","Luxembourg","Iraq","Total","Total","Asylum applicant","Person","45",""
"2011","Luxembourg","Libya","Total","Total","Asylum applicant","Person","5",""
"2011","Luxembourg","Syria","Total","Total","Asylum applicant","Person","10",""
"2011","Luxembourg","Yemen","Total","Total","Asylum applicant","Person","0",""
"2011","Latvia","Ukraine","Total","Total","Asylum applicant","Person","5",""
"2011","Latvia","Afghanistan","Total","Total","Asylum applicant","Person","5",""
"2011","Latvia","Iraq","Total","Total","Asylum applicant","Person","5",""
"2011","Latvia","Libya","Total","Total","Asylum applicant","Person","0",""
"2011","Latvia","Syria","Total","Total","Asylum applicant","Person","15",""
"2011","Latvia","Yemen","Total","Total","Asylum applicant","Person","0",""
"2011","Malta","Ukraine","Total","Total","Asylum applicant","Person","0",""
"2011","Malta","Afghanistan","Total","Total","Asylum applicant","Person","0",""
"2011","Malta","Iraq","Total","Total","Asylum applicant","Person","0",""
"2011","Malta","Libya","Total","Total","Asylum applicant","Person","70",""
"2011","Malta","Syria","Total","Total","Asylum applicant","Person","125",""
"2011","Malta","Yemen","Total","Total","Asylum applicant","Person","0",""
"2011","Netherlands","Ukraine","Total","Total","Asylum applicant","Person","50",""
"2011","Netherlands","Afghanistan","Total","Total","Asylum applicant","Person","2,395",""
"2011","Netherlands","Iraq","Total","Total","Asylum applicant","Person","2,005",""
"2011","Netherlands","Libya","Total","Total","Asylum applicant","Person","150",""
"2011","Netherlands","Syria","Total","Total","Asylum applicant","Person","200",""
"2011","Netherlands","Yemen","Total","Total","Asylum applicant","Person","20",""
"2011","Norway","Ukraine","Total","Total","Asylum applicant","Person","15",""
"2011","Norway","Afghanistan","Total","Total","Asylum applicant","Person","980",""
"2011","Norway","Iraq","Total","Total","Asylum applicant","Person","355",""
"2011","Norway","Libya","Total","Total","Asylum applicant","Person","140",""
"2011","Norway","Syria","Total","Total","Asylum applicant","Person","200",""
"2011","Norway","Yemen","Total","Total","Asylum applicant","Person","45",""
"2011","Poland","Ukraine","Total","Total","Asylum applicant","Person","65",""
"2011","Poland","Afghanistan","Total","Total","Asylum applicant","Person","35",""
"2011","Poland","Iraq","Total","Total","Asylum applicant","Person","30",""
"2011","Poland","Libya","Total","Total","Asylum applicant","Person","10",""
"2011","Poland","Syria","Total","Total","Asylum applicant","Person","10",""
"2011","Poland","Yemen","Total","Total","Asylum applicant","Person","0",""
"2011","Portugal","Ukraine","Total","Total","Asylum applicant","Person","5",""
"2011","Portugal","Afghanistan","Total","Total","Asylum applicant","Person","5",""
"2011","Portugal","Iraq","Total","Total","Asylum applicant","Person","5",""
"2011","Portugal","Libya","Total","Total","Asylum applicant","Person","0",""
"2011","Portugal","Syria","Total","Total","Asylum applicant","Person","0",""
"2011","Portugal","Yemen","Total","Total","Asylum applicant","Person","0",""
"2011","Romania","Ukraine","Total","Total","Asylum applicant","Person","5",""
"2011","Romania","Afghanistan","Total","Total","Asylum applicant","Person","105",""
"2011","Romania","Iraq","Total","Total","Asylum applicant","Person","60",""
"2011","Romania","Libya","Total","Total","Asylum applicant","Person","25",""
"2011","Romania","Syria","Total","Total","Asylum applicant","Person","35",""
"2011","Romania","Yemen","Total","Total","Asylum applicant","Person","0",""
"2011","Sweden","Ukraine","Total","Total","Asylum applicant","Person","190",""
"2011","Sweden","Afghanistan","Total","Total","Asylum applicant","Person","4,130",""
"2011","Sweden","Iraq","Total","Total","Asylum applicant","Person","1,640",""
